Date,Meters,Celsius,X,Y,Z
17:19:39,96.43,25.81,339,337,432
17:19:40,96.50,25.81,339,337,432
17:19:41,96.25,25.81,339,337,432
17:19:42,96.50,25.81,339,337,431
17:19:43,96.37,25.81,339,337,432
17:19:44,96.25,25.81,339,337,432
17:19:45,96.37,25.81,339,337,432
17:19:46,96.25,25.81,339,337,431
17:19:47,96.75,25.81,339,337,432
17:19:48,96.37,25.81,339,337,432
17:19:49,96.37,25.81,339,337,432
17:19:50,96.43,25.81,339,337,432
17:19:51,96.62,25.81,339,337,432
17:19:52,96.50,25.81,339,337,432
17:19:53,96.43,25.81,339,337,432
17:19:54,96.50,25.81,339,337,432
17:19:55,96.25,25.81,339,337,432
17:19:56,96.31,25.81,339,337,432
17:19:57,96.62,25.75,339,337,432
17:19:58,96.50,25.81,339,337,432
17:19:59,96.56,25.75,339,337,432
17:20:0,96.50,25.81,339,337,432
17:20:1,96.68,25.75,338,334,431
17:20:2,96.62,25.81,339,337,432
17:20:3,96.56,25.81,339,336,432
17:20:4,96.68,25.75,339,337,432
17:20:5,96.50,25.81,339,337,432
17:20:6,96.68,25.81,339,337,431
17:20:7,96.50,25.81,339,337,432
17:20:8,96.50,25.81,339,337,431
17:20:9,96.50,25.81,339,337,432
17:20:10,96.75,25.75,339,337,432
17:20:11,96.62,25.81,339,337,432
17:20:12,96.43,25.81,339,337,432
17:20:13,96.37,25.75,339,337,432
17:20:14,96.43,25.75,339,337,432
17:20:15,96.25,25.81,339,336,432
17:20:16,96.18,25.75,339,337,432
17:20:17,96.62,25.75,339,337,432
17:20:18,96.50,25.75,339,337,432
17:20:19,96.37,25.81,339,337,431
17:20:20,96.50,25.75,339,337,432
17:20:21,96.37,25.81,332,345,435
17:20:22,96.37,25.81,339,336,433
17:20:23,96.12,25.81,342,339,432
17:20:24,96.31,25.81,340,342,434
17:20:25,96.25,25.81,344,341,433
17:20:26,96.43,25.81,339,337,432
17:20:27,96.31,25.81,339,336,431
17:20:28,96.12,25.81,340,337,431
17:20:29,96.25,25.81,339,337,432
17:20:30,96.25,25.81,339,337,432
17:20:31,96.25,25.81,340,337,431
17:20:32,96.25,25.81,339,337,432
17:20:33,96.50,25.81,340,337,432
17:20:34,96.31,25.81,339,337,432
17:20:35,96.12,25.81,340,337,432
17:20:36,96.12,25.81,339,337,431
17:20:37,96.12,25.81,340,337,432
17:20:38,96.18,25.81,340,337,432
17:20:39,96.6,25.81,339,337,432
17:20:40,96.25,25.81,339,337,432
17:20:41,96.50,25.81,340,337,432
17:20:42,96.31,25.81,339,337,431
17:20:43,96.12,25.81,339,337,431
17:20:44,96.25,25.81,339,337,432
17:20:45,96.25,25.81,339,337,432
17:20:46,96.31,25.81,339,337,432
17:20:47,96.31,25.81,340,337,432
17:20:48,96.31,25.81,339,337,432
17:20:49,96.25,25.81,340,337,432
17:20:50,96.0,25.81,340,337,432
17:20:51,96.37,25.75,339,337,432
17:20:52,96.31,25.81,339,337,432
17:20:53,96.50,25.75,340,337,432
17:20:54,96.50,25.75,340,337,432
17:20:55,96.31,25.75,340,337,432
17:20:56,96.37,25.75,340,337,432
17:20:57,96.50,25.75,340,337,432
17:20:58,96.50,25.75,339,337,432
17:20:59,96.50,25.75,339,337,432
17:21:0,96.56,25.75,340,337,431
17:21:1,96.37,25.75,340,337,432
17:21:2,96.68,25.75,339,337,432
17:21:3,96.56,25.75,339,337,432
17:21:4,96.25,25.75,340,337,432
17:21:5,96.50,25.75,339,337,432
17:21:6,96.37,25.75,339,337,432
17:21:7,96.68,25.75,339,337,432
17:21:8,96.50,25.75,340,337,432
17:21:9,96.68,25.75,339,337,432
17:21:10,96.62,25.75,339,337,431
17:21:11,96.68,25.75,339,337,432
17:21:12,96.68,25.75,339,337,431
17:21:13,96.75,25.75,340,337,432
17:21:14,96.37,25.75,339,337,432
17:21:15,96.87,25.68,339,337,432
17:21:16,96.81,25.75,339,337,432
17:21:17,96.81,25.68,339,337,431
17:21:18,96.87,25.68,339,337,432
17:21:19,96.81,25.68,339,337,431
17:21:20,96.75,25.68,340,337,432
17:21:21,96.87,25.68,340,337,432
17:21:22,96.68,25.68,339,337,432
17:21:23,96.93,25.68,340,337,432
17:21:24,96.50,25.68,340,337,432
17:21:25,96.56,25.68,339,337,431
17:21:26,96.87,25.68,340,337,431
17:21:27,96.68,25.68,339,337,432
17:21:28,96.87,25.68,331,335,433
17:21:29,96.93,25.68,346,333,439
17:21:30,96.68,25.68,339,333,427
17:21:31,96.68,25.68,339,336,432
17:21:32,96.68,25.68,339,336,431
17:21:33,96.87,25.68,339,337,432
17:21:34,97.0,25.68,339,336,432
17:21:35,96.87,25.68,339,336,432
17:21:36,96.81,25.68,339,336,432
17:21:37,96.87,25.68,339,336,432
17:21:38,96.93,25.62,339,336,431
17:21:39,96.81,25.62,339,336,432
17:21:40,97.0,25.62,339,336,432
17:21:41,96.81,25.68,339,336,432
17:21:42,96.87,25.62,339,336,432
17:21:43,96.81,25.62,339,336,432
17:21:44,96.68,25.62,339,336,431
17:21:45,96.62,25.68,339,337,432
17:21:46,96.68,25.68,339,336,432
17:21:47,96.87,25.62,339,336,432
17:21:48,96.50,25.62,339,336,432
17:21:49,96.50,25.62,339,336,432
17:21:50,96.75,25.62,339,336,432
17:21:51,96.56,25.62,339,337,432
17:21:52,96.81,25.62,340,336,432
17:21:53,96.37,25.62,339,338,432
17:21:54,96.62,25.62,339,336,432
17:21:55,96.68,25.62,339,336,432
17:21:56,96.87,25.62,339,336,432
17:21:57,96.50,25.62,339,336,432
17:21:58,96.56,25.62,339,337,432
17:21:59,96.68,25.62,345,340,433
17:22:0,96.81,25.62,339,337,432
17:22:1,96.81,25.62,339,336,432
17:22:2,96.93,25.62,339,337,432
17:22:3,96.68,25.68,339,337,432
17:22:4,96.50,25.68,339,337,432
17:22:5,96.87,25.68,339,337,432
17:22:6,96.75,25.68,339,337,432
17:22:7,96.68,25.68,339,337,432
17:22:8,96.81,25.68,339,337,432
17:22:9,96.62,25.68,338,337,432
17:22:9,96.75,25.68,339,336,431
17:22:10,96.81,25.68,339,337,432
17:22:11,96.50,25.68,338,337,432
17:22:12,96.62,25.68,339,337,432
17:22:13,96.87,25.68,338,337,432
17:22:14,96.56,25.68,338,337,432
17:22:15,96.75,25.68,339,337,432
17:22:16,96.37,25.68,339,337,432
17:22:17,96.37,25.68,339,337,432
17:22:18,96.31,25.68,339,337,432
17:22:19,96.25,25.75,338,337,432
17:22:20,96.81,25.68,339,337,432
17:22:21,96.50,25.68,339,337,432
17:22:22,96.68,25.68,339,337,432
17:22:23,96.50,25.75,339,337,432
17:22:24,96.81,25.68,339,337,432
17:22:25,96.50,25.75,338,337,432
17:22:26,96.50,25.75,339,337,432
17:22:27,96.50,25.75,339,337,432
17:22:28,96.50,25.75,339,336,432
17:22:29,96.50,25.75,338,337,432
17:22:30,96.56,25.75,339,337,431
17:22:31,96.43,25.75,339,337,431
17:22:32,96.37,25.75,339,337,432
17:22:33,96.56,25.75,339,337,432
17:22:34,96.31,25.75,339,337,432
17:22:35,96.50,25.75,339,337,432
17:22:36,96.43,25.75,339,337,432
17:22:37,96.37,25.75,339,337,432
17:22:38,96.50,25.75,339,337,432
17:22:39,96.50,25.75,339,337,432
17:22:40,96.31,25.75,339,337,432
17:22:41,96.12,25.75,339,337,432
17:22:42,96.12,25.75,339,337,432
17:22:43,96.37,25.75,339,337,432
17:22:44,96.37,25.75,339,337,432
17:22:45,96.37,25.75,339,337,432
17:22:46,96.43,25.75,339,337,432
17:22:47,96.37,25.81,339,337,432
17:22:48,96.56,25.75,339,337,431
17:22:49,96.50,25.75,339,337,432
17:22:50,96.50,25.75,338,337,432
17:22:51,96.56,25.75,339,337,432
17:22:52,96.87,25.75,339,337,432
17:22:53,96.37,25.81,339,337,432
17:22:54,96.12,25.81,339,337,431
17:22:55,96.25,25.81,339,337,432
17:22:56,96.56,25.81,339,337,432
17:22:57,96.50,25.81,339,337,432
17:22:58,96.68,25.81,339,337,432
17:22:59,96.50,25.81,339,337,432
17:23:0,96.12,25.81,339,336,431
17:23:1,96.50,25.81,338,337,431
17:23:2,96.25,25.81,338,337,432
17:23:3,96.31,25.81,338,336,432
17:23:4,96.37,25.81,338,337,432
17:23:5,96.31,25.81,338,337,432
17:23:6,96.25,25.81,338,336,431
17:23:7,96.6,25.87,339,337,432
17:23:8,96.37,25.81,338,337,432
17:23:9,96.31,25.81,339,337,432
17:23:10,96.18,25.87,338,337,431
17:23:11,96.31,25.87,338,337,431
17:23:12,96.0,25.87,339,337,431
17:23:13,96.18,25.87,339,337,432
17:23:14,96.12,25.87,339,337,432
17:23:15,96.18,25.87,339,337,432
17:23:16,96.25,25.87,339,337,432
17:23:17,95.81,25.87,338,337,432
17:23:18,96.37,25.87,339,337,432
17:23:19,96.12,25.87,339,337,432
17:23:20,96.50,25.87,338,337,432
17:23:21,96.18,25.87,339,337,431
17:23:22,96.12,25.87,339,337,432
17:23:23,96.31,25.87,338,337,432
17:23:24,96.18,25.87,339,337,432
17:23:25,96.31,25.87,339,337,432
17:23:26,96.0,25.87,339,337,432
17:23:27,96.0,25.87,339,337,432
17:23:28,96.18,25.87,339,337,432
17:23:29,96.12,25.87,339,337,432
17:23:30,96.0,25.87,339,336,432
17:23:31,96.12,25.87,339,337,432
17:23:32,95.93,25.93,339,337,432
17:23:33,96.12,25.87,339,337,432
17:23:34,96.12,25.87,339,337,431
17:23:35,96.25,25.87,339,337,432
17:23:36,96.0,25.93,339,337,432
17:23:37,96.18,25.87,339,337,432
17:23:38,96.12,25.93,339,337,432
17:23:39,95.87,25.93,339,337,432
17:23:40,95.81,25.93,338,337,432
17:23:41,96.6,25.93,339,337,432
17:23:42,95.81,25.93,339,337,432
17:23:43,95.68,25.93,339,337,432
17:23:44,95.81,25.93,339,337,431
17:23:45,95.93,25.93,338,337,431
17:23:46,96.6,25.93,339,337,432
17:23:47,96.12,25.93,339,337,432
17:23:48,95.81,25.93,338,337,432
17:23:49,96.6,25.93,339,337,432
17:23:50,96.12,25.93,339,337,431
17:23:51,96.6,25.93,339,337,432
17:23:52,96.0,25.93,338,337,432
17:23:53,96.56,25.93,339,337,432
17:23:54,96.12,25.93,339,337,432
17:23:55,96.0,25.93,339,337,432
17:23:56,95.87,25.93,338,337,432
17:23:57,96.25,25.93,338,337,432
17:23:58,96.0,25.93,339,337,432
17:23:59,96.0,25.93,339,337,432
17:24:0,95.93,25.93,339,337,432
17:24:1,96.6,25.93,339,337,432
17:24:2,95.93,25.93,339,337,431
17:24:3,95.68,26.0,339,337,432
17:24:4,95.93,26.0,339,337,432
17:24:5,96.6,25.93,339,337,432
17:24:6,95.87,26.0,339,337,432
17:24:7,96.0,26.0,338,337,432
17:24:8,95.68,26.0,339,337,432
17:24:9,96.0,26.0,339,337,432
17:24:10,95.56,26.0,338,336,431
17:24:11,95.62,26.0,338,337,432
17:24:12,95.87,26.0,338,337,432
17:24:13,95.56,26.0,339,337,432
17:24:14,96.0,26.0,339,337,432
17:24:15,95.75,26.0,339,337,432
17:24:16,95.81,26.0,339,337,432
17:24:17,95.87,26.0,339,337,432
17:24:18,95.81,26.0,339,337,432
17:24:19,95.81,26.0,339,337,432
17:24:20,95.75,26.0,339,337,431
17:24:21,95.81,26.0,339,337,432
17:24:22,95.81,26.0,339,337,432
17:24:23,95.68,26.0,339,337,432
17:24:24,95.81,26.0,339,337,432
17:24:25,95.68,26.0,338,337,432
17:24:26,95.50,26.0,339,337,432
17:24:27,95.75,26.0,339,337,432
17:24:28,95.81,26.0,339,337,432
17:24:29,95.56,26.0,339,337,432
17:24:30,95.56,26.0,339,337,432
17:24:31,95.43,26.6,339,337,432
17:24:32,95.56,26.6,339,337,432
17:24:33,95.68,26.0,339,337,432
17:24:34,95.50,26.6,339,337,431
17:24:35,95.56,26.0,339,337,432
17:24:36,95.43,26.6,339,337,432
17:24:37,95.43,26.6,339,337,432
17:24:38,95.43,26.6,339,337,432
17:24:39,95.62,26.6,339,337,432
17:24:40,95.56,26.6,338,337,432
17:24:41,95.56,26.6,339,337,432
17:24:42,95.68,26.6,339,337,432
17:24:42,95.56,26.6,339,337,432
17:24:43,95.43,26.6,338,337,431
17:24:44,95.75,26.6,338,337,432
17:24:45,95.68,26.6,339,337,431
17:24:46,95.68,26.6,339,337,432
17:24:47,95.50,26.6,339,337,432
17:24:48,95.50,26.6,338,337,431
17:24:49,95.62,26.6,339,337,432
17:24:50,95.68,26.6,339,337,432
17:24:51,95.43,26.6,339,337,431
17:24:52,95.43,26.6,338,337,431
17:24:53,95.56,26.6,339,337,432
17:24:54,95.56,26.6,339,337,432
17:24:55,95.50,26.6,339,337,431
17:24:56,95.50,26.6,339,337,432
17:24:57,95.68,26.6,339,337,431
17:24:58,95.50,26.6,339,337,432
17:24:59,95.50,26.6,338,337,431
17:25:0,95.31,26.6,338,337,432
17:25:1,95.43,26.6,339,336,432
17:25:2,95.50,26.6,338,336,431
17:25:3,95.43,26.12,338,337,432
17:25:4,95.56,26.6,339,337,431
17:25:5,95.56,26.6,339,337,432
17:25:6,95.68,26.6,339,337,432
17:25:7,95.75,26.6,339,337,432
17:25:8,95.43,26.12,339,337,432
17:25:9,95.43,26.12,338,337,432
17:25:10,95.56,26.12,339,337,432
17:25:11,95.43,26.12,339,337,431
17:25:12,95.43,26.12,339,337,432
17:25:13,95.18,26.12,339,337,432
17:25:14,95.31,26.12,339,337,432
17:25:15,95.56,26.12,339,337,432
17:25:16,95.43,26.12,339,337,431
17:25:17,95.56,26.12,339,337,432
17:25:18,95.56,26.12,339,337,432
17:25:19,95.50,26.12,338,337,432
17:25:20,95.43,26.12,339,337,432
17:25:21,95.43,26.12,339,337,432
17:25:22,95.37,26.12,339,337,432
17:25:23,95.25,26.12,339,337,432
17:25:24,95.68,26.12,338,337,432
17:25:25,95.18,26.12,339,337,432
17:25:26,95.31,26.12,337,336,430
17:25:27,95.50,26.12,338,337,432
17:25:28,95.56,26.12,338,337,432
17:25:29,95.43,26.12,339,337,432
17:25:30,95.43,26.12,339,337,432
17:25:31,95.50,26.12,339,336,432
17:25:32,95.50,26.12,339,337,432
17:25:33,95.31,26.12,339,337,431
17:25:34,95.43,26.12,339,337,432
17:25:35,95.37,26.12,339,337,431
17:25:36,95.43,26.12,338,337,432
17:25:37,95.56,26.12,339,337,431
17:25:38,95.31,26.12,338,337,432
17:25:39,95.31,26.12,339,337,432
17:25:40,94.81,26.18,339,337,432
17:25:41,95.18,26.12,339,337,432
17:25:42,95.37,26.12,338,337,432
17:25:43,95.25,26.12,339,337,431
17:25:44,95.43,26.12,339,337,432
17:25:45,95.31,26.12,339,337,432
17:25:46,95.18,26.18,338,336,431
17:25:47,95.43,26.12,339,337,431
17:25:48,95.31,26.18,339,337,432
17:25:49,95.56,26.12,339,336,432
17:25:50,95.18,26.18,339,337,431
17:25:51,95.18,26.18,339,337,431
17:25:52,95.31,26.18,338,337,432
17:25:53,95.25,26.18,339,337,432
17:25:54,95.12,26.18,339,337,431
17:25:55,95.18,26.18,339,337,432
17:25:56,95.25,26.18,339,337,432
17:25:57,95.12,26.18,339,337,432
17:25:58,94.93,26.18,339,337,432
17:25:59,95.6,26.18,339,337,432
17:26:0,95.0,26.18,339,336,432
17:26:1,95.6,26.18,339,337,431
17:26:2,95.18,26.18,339,337,432
17:26:3,95.12,26.18,338,337,432
17:26:4,95.6,26.18,339,337,432
17:26:5,95.18,26.18,339,337,432
17:26:6,95.12,26.18,338,337,432
17:26:7,95.31,26.18,339,337,432
17:26:8,95.12,26.18,338,337,432
17:26:9,95.25,26.18,338,337,431
17:26:10,95.6,26.18,339,337,432
17:26:11,95.12,26.18,339,337,431
17:26:12,95.25,26.18,339,337,431
17:26:13,95.25,26.18,339,337,431
17:26:14,95.6,26.25,339,337,432
17:26:15,95.18,26.18,339,337,432
17:26:16,95.6,26.25,339,337,432
17:26:17,94.93,26.25,339,336,432
17:26:18,95.18,26.18,339,337,432
17:26:19,95.18,26.18,339,337,432
17:26:20,95.6,26.25,339,337,432
17:26:21,95.18,26.25,339,337,432
17:26:22,94.93,26.25,338,337,432
17:26:23,94.93,26.25,339,337,432
17:26:24,94.81,26.25,338,337,432
17:26:25,94.87,26.25,339,337,432
17:26:26,95.6,26.25,338,337,432
17:26:27,95.18,26.25,339,337,432
17:26:28,94.93,26.25,339,337,432
17:26:29,94.81,26.25,339,337,432
17:26:30,95.6,26.25,338,337,432
17:26:31,94.93,26.25,339,336,431
17:26:32,94.93,26.25,338,337,431
17:26:33,95.18,26.25,339,337,431
17:26:34,94.93,26.25,339,337,432
17:26:35,94.81,26.25,339,336,432
17:26:36,95.6,26.25,339,337,431
17:26:37,94.93,26.25,339,337,432
17:26:38,94.87,26.25,339,336,431
17:26:39,95.18,26.25,339,337,431
17:26:40,94.81,26.25,338,337,431
17:26:41,94.68,26.25,339,337,432
17:26:42,94.93,26.25,339,337,432
17:26:43,94.81,26.25,339,337,431
17:26:44,95.0,26.25,339,337,432
17:26:45,94.81,26.25,339,337,431
17:26:46,94.68,26.25,339,337,432
17:26:47,94.75,26.25,339,337,432
17:26:48,94.93,26.25,339,337,431
17:26:49,94.81,26.25,339,337,432
17:26:50,94.81,26.25,338,337,432
17:26:51,95.6,26.25,339,337,432
17:26:52,94.81,26.25,338,337,432
17:26:53,94.81,26.25,339,337,432
17:26:54,94.75,26.25,339,337,432
17:26:55,95.0,26.25,339,337,432
17:26:56,95.6,26.25,339,337,432
17:26:57,95.12,26.25,339,337,432
17:26:58,94.93,26.25,339,337,432
17:26:59,94.81,26.25,339,337,432
17:27:0,94.81,26.25,338,337,432
17:27:1,95.0,26.25,339,337,432
17:27:2,94.87,26.25,339,337,432
17:27:3,94.93,26.31,339,337,432
17:27:4,95.0,26.25,339,337,432
17:27:5,94.87,26.31,339,337,432
17:27:6,95.6,26.25,339,337,431
17:27:7,95.0,26.31,339,337,432
17:27:8,94.75,26.31,339,337,432
17:27:9,95.6,26.25,338,337,432
17:27:10,94.93,26.31,339,337,432
17:27:11,95.12,26.25,339,337,432
17:27:12,94.81,26.31,339,337,432
17:27:12,95.6,26.25,339,337,431
17:27:13,95.0,26.25,339,337,432
17:27:14,94.93,26.25,339,337,432
17:27:15,95.6,26.25,339,337,432
17:27:16,94.93,26.25,338,337,432
17:27:17,94.75,26.31,339,337,432
17:27:18,95.6,26.25,339,337,432
17:27:19,94.81,26.31,338,337,432
17:27:20,94.81,26.31,339,337,432
17:27:21,94.75,26.31,338,337,431
17:27:22,95.6,26.31,339,337,431
17:27:23,94.93,26.31,339,337,432
17:27:24,95.31,26.25,339,337,432
17:27:25,94.81,26.31,339,337,432
17:27:26,94.93,26.31,339,337,432
17:27:27,94.87,26.31,339,337,432
17:27:28,94.93,26.31,339,337,432
17:27:29,94.87,26.31,339,337,431
17:27:30,95.0,26.31,339,337,432
17:27:31,94.93,26.31,339,337,432
17:27:32,94.93,26.31,339,337,432
17:27:33,94.87,26.31,339,337,432
17:27:34,94.75,26.31,338,337,432
17:27:35,94.93,26.31,339,337,431
17:27:36,95.6,26.31,339,337,432
17:27:37,95.18,26.31,339,337,432
17:27:38,94.93,26.31,338,337,432
17:27:39,95.6,26.31,339,337,432
17:27:40,94.93,26.31,339,337,432
17:27:41,94.93,26.31,339,337,432
17:27:42,94.93,26.31,338,337,432
17:27:43,95.6,26.31,338,337,432
17:27:44,95.6,26.31,339,337,432
17:27:45,94.93,26.31,339,336,431
17:27:46,95.0,26.31,339,337,432
17:27:47,95.6,26.31,339,337,432
17:27:48,95.18,26.31,339,337,432
17:27:49,95.6,26.31,338,337,432
17:27:50,95.0,26.31,339,337,432
17:27:51,95.25,26.31,339,337,432
17:27:52,95.0,26.31,339,337,432
17:27:53,95.12,26.31,339,337,432
17:27:54,95.6,26.31,338,337,432
17:27:55,95.18,26.31,338,337,432
17:27:56,95.12,26.31,339,337,432
17:27:57,95.12,26.31,339,337,432
17:27:58,94.93,26.31,339,337,431
17:27:59,94.87,26.31,338,337,432
17:28:0,95.18,26.31,339,337,432
17:28:1,95.18,26.31,339,337,432
17:28:2,94.68,26.31,339,337,432
17:28:3,95.0,26.31,339,337,432
17:28:4,94.68,26.31,338,337,432
17:28:5,94.93,26.31,339,337,432
17:28:6,94.81,26.31,338,337,432
17:28:7,94.81,26.31,339,337,431
17:28:8,95.0,26.31,338,337,431
17:28:9,95.0,26.31,339,337,432
17:28:10,95.6,26.31,339,337,432
17:28:11,95.18,26.31,339,337,432
17:28:12,95.37,26.31,338,337,431
17:28:13,95.6,26.31,338,337,432
17:28:14,95.0,26.31,339,337,432
17:28:15,95.6,26.31,339,337,432
17:28:16,94.87,26.31,339,337,432
17:28:17,94.93,26.31,338,337,432
17:28:18,94.93,26.31,338,337,431
17:28:19,94.56,26.31,338,337,432
17:28:20,94.81,26.31,338,337,432
17:28:21,94.81,26.31,339,337,432
17:28:22,95.6,26.31,338,337,432
17:28:23,95.6,26.31,339,337,432
17:28:24,94.75,26.31,338,337,432
17:28:25,94.81,26.31,338,337,432
17:28:26,94.75,26.31,338,337,431
17:28:27,95.6,26.31,339,337,432
17:28:28,94.93,26.31,339,336,431
17:28:29,95.0,26.31,338,337,431
17:28:30,94.93,26.31,339,337,432
17:28:31,94.93,26.31,338,337,432
17:28:32,95.0,26.31,338,337,432
17:28:33,94.81,26.31,338,337,432
17:28:34,94.75,26.31,338,337,432
17:28:35,95.6,26.31,339,337,431
17:28:36,94.81,26.31,338,337,432
17:28:37,94.87,26.31,338,337,431
17:28:38,94.75,26.31,338,337,431
17:28:39,94.81,26.31,339,337,432
17:28:40,94.68,26.31,339,337,432
17:28:41,94.68,26.31,339,337,432
17:28:42,95.6,26.31,339,337,432
17:28:43,94.68,26.31,339,337,432
17:28:44,95.6,26.31,339,337,432
17:28:45,94.81,26.31,339,337,432
17:28:46,94.87,26.31,339,337,432
17:28:47,94.62,26.31,339,337,432
17:28:48,94.68,26.31,339,337,432
17:28:49,94.81,26.31,339,337,432
17:28:50,94.87,26.31,339,337,431
17:28:51,94.62,26.31,339,337,432
17:28:52,94.81,26.31,338,337,432
17:28:53,94.68,26.31,338,337,432
17:28:54,95.6,26.31,339,337,432
17:28:55,94.68,26.31,338,337,432
17:28:56,94.81,26.31,338,337,432
17:28:57,94.68,26.31,338,337,432
17:28:58,94.56,26.31,339,336,432
17:28:59,94.68,26.31,338,337,432
17:29:0,94.81,26.31,339,337,432
17:29:1,94.68,26.31,339,337,432
17:29:2,94.81,26.31,338,337,432
17:29:3,94.81,26.31,338,337,432
17:29:4,94.81,26.31,338,336,431
17:29:5,94.81,26.31,339,337,432
17:29:6,94.81,26.31,339,337,432
17:29:7,94.87,26.31,339,337,432
17:29:8,94.93,26.31,338,336,432
17:29:9,94.93,26.31,339,337,432
17:29:10,94.68,26.31,339,336,432
17:29:11,94.68,26.31,338,337,432
17:29:12,94.81,26.31,339,337,432
17:29:13,94.68,26.31,339,337,432
17:29:14,94.56,26.31,339,337,431
17:29:15,94.68,26.31,339,337,432
17:29:16,94.68,26.31,337,337,432
17:29:17,94.62,26.31,339,337,432
17:29:18,94.81,26.31,339,337,432
17:29:19,94.56,26.31,339,337,432
17:29:20,94.81,26.31,339,337,432
17:29:21,94.81,26.31,339,337,432
17:29:22,95.0,26.31,339,337,432
17:29:23,94.68,26.31,339,337,432
17:29:24,94.81,26.31,339,337,432
17:29:25,95.0,26.31,339,337,432
17:29:26,94.81,26.31,338,337,431
17:29:27,94.93,26.31,339,337,431
17:29:28,94.93,26.31,339,337,432
17:29:29,94.93,26.31,338,337,432
17:29:30,95.0,26.31,339,337,432
17:29:31,94.81,26.31,339,337,432
17:29:32,95.6,26.31,338,337,432
17:29:33,94.81,26.31,339,337,431
17:29:34,94.75,26.31,338,337,432
17:29:35,94.87,26.31,339,337,431
17:29:36,95.6,26.31,339,337,432
17:29:37,94.93,26.31,339,337,432
17:29:38,95.12,26.31,339,337,432
17:29:39,94.56,26.31,339,337,432
17:29:40,95.0,26.31,339,337,432
17:29:41,95.6,26.31,338,337,431
17:29:41,94.81,26.31,339,337,432
17:29:42,94.93,26.31,339,337,432
17:29:43,95.0,26.31,338,337,432
17:29:44,94.75,26.31,339,337,432
17:29:45,95.6,26.31,338,337,432
17:29:46,94.93,26.31,339,337,432
17:29:47,95.6,26.31,339,337,432
17:29:48,95.12,26.31,339,337,432
17:29:49,94.87,26.31,339,337,432
17:29:50,95.0,26.31,338,337,432
17:29:51,94.87,26.31,339,337,432
17:29:52,94.81,26.31,338,337,432
17:29:53,94.62,26.31,339,337,432
17:29:54,94.56,26.31,339,337,432
17:29:55,94.50,26.31,339,337,432
17:29:56,95.0,26.31,339,337,432
17:29:57,94.75,26.31,338,337,432
17:29:58,94.81,26.31,339,337,432
17:29:59,95.6,26.31,339,337,432
17:30:0,94.93,26.31,339,337,432
17:30:1,94.87,26.31,339,337,432
17:30:2,94.68,26.31,338,337,432
17:30:3,94.93,26.31,339,337,432
17:30:4,94.68,26.31,339,337,432
17:30:5,94.81,26.31,339,337,432
17:30:6,94.81,26.31,339,337,432
17:30:7,94.75,26.37,339,337,432
17:30:8,95.6,26.31,338,337,431
17:30:9,94.68,26.37,338,337,432
17:30:10,94.87,26.31,339,337,432
17:30:11,94.87,26.31,338,337,432
17:30:12,94.87,26.37,338,337,431
17:30:13,94.81,26.37,339,337,432
17:30:14,94.81,26.37,339,337,432
17:30:15,94.81,26.37,338,337,432
17:30:16,94.87,26.37,339,337,431
17:30:17,95.6,26.37,339,337,432
17:30:18,94.93,26.37,339,337,432
17:30:19,95.6,26.31,339,337,432
17:30:20,94.75,26.37,338,336,432
17:30:21,94.93,26.37,339,337,431
17:30:22,94.93,26.37,339,337,432
17:30:23,94.68,26.37,339,336,432
17:30:24,94.68,26.37,339,337,432
17:30:25,94.56,26.37,339,336,432
17:30:26,94.81,26.37,338,337,431
17:30:27,94.68,26.37,339,337,431
17:30:28,94.56,26.37,339,337,431
17:30:29,94.93,26.37,339,337,432
17:30:30,94.68,26.37,338,337,432
17:30:31,94.68,26.37,338,337,431
17:30:32,94.93,26.37,339,337,432
17:30:33,94.81,26.37,338,337,432
17:30:34,94.87,26.37,338,337,432
17:30:35,94.68,26.37,339,336,431
17:30:36,94.81,26.37,339,337,432
17:30:37,94.93,26.37,339,337,431
17:30:38,94.87,26.37,339,337,432
17:30:39,94.62,26.37,338,337,432
17:30:40,94.81,26.37,338,337,432
17:30:41,94.56,26.37,339,337,432
17:30:42,94.62,26.37,339,337,432
17:30:43,94.62,26.37,338,337,432
17:30:44,94.75,26.37,338,337,431
17:30:45,94.81,26.37,338,337,431
17:30:46,95.0,26.37,339,337,432
17:30:47,94.81,26.37,339,337,432
17:30:48,94.56,26.37,339,337,432
17:30:49,94.68,26.37,338,337,432
17:30:50,94.81,26.37,338,337,432
17:30:51,94.81,26.37,339,337,432
17:30:52,94.81,26.37,338,337,432
17:30:53,94.93,26.37,339,337,432
17:30:54,94.56,26.37,339,337,432
17:30:55,94.81,26.37,339,336,431
17:30:56,94.81,26.37,339,337,432
17:30:57,94.68,26.37,339,337,432
17:30:58,94.56,26.37,339,337,432
17:30:59,95.12,26.37,339,337,432
17:31:0,94.56,26.37,339,337,432
17:31:1,94.81,26.37,339,337,432
17:31:2,94.68,26.37,339,337,431
17:31:3,94.75,26.37,339,337,432
17:31:4,95.6,26.37,339,337,431
17:31:5,94.81,26.37,339,337,432
17:31:6,94.62,26.37,339,337,432
17:31:7,94.81,26.37,339,337,432
17:31:8,94.87,26.37,339,337,432
17:31:9,94.81,26.37,339,337,432
17:31:10,94.81,26.37,338,337,432
17:31:11,94.93,26.37,339,337,432
17:31:12,94.81,26.37,339,337,432
17:31:13,94.68,26.37,338,337,432
